DATAFLOW,LAST UPDATE,freq,product,nrg_cons,unit,tax,currency,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Finland,2021-S1,0.1200,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Finland,2021-S2,0.1259,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Finland,2022-S1,0.1335,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Finland,2022-S2,0.1806,e
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Finland,2023-S1,0.1934,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Finland,2023-S2,0.1712,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Finland,2024-S1,0.1763,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,France,2019-S2,0.1260,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,France,2020-S1,0.1242,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,France,2020-S2,0.1292,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,France,2021-S1,0.1289,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,France,2021-S2,0.1356,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,France,2022-S1,0.1566,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,France,2022-S2,0.1723,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,France,2023-S1,0.1893,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,France,2023-S2,0.2161,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,France,2024-S1,0.2187,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Croatia,2019-S2,0.1030,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Croatia,2020-S1,0.1012,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Croatia,2020-S2,0.1017,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Croatia,2021-S1,0.1003,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Croatia,2021-S2,0.1022,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Croatia,2022-S1,0.1060,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Croatia,2022-S2,0.1170,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Croatia,2023-S1,0.1170,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Croatia,2023-S2,0.1171,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Croatia,2024-S1,0.1167,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Hungary,2019-S2,0.0864,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Hungary,2020-S1,0.0812,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Hungary,2020-S2,0.0794,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Hungary,2021-S1,0.0795,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Hungary,2021-S2,0.0790,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Hungary,2022-S1,0.0746,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Hungary,2022-S2,0.0853,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Hungary,2023-S1,0.0911,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Hungary,2023-S2,0.0891,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Hungary,2024-S1,0.0861,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Ireland,2019-S2,0.2130,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Ireland,2020-S1,0.2043,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Ireland,2020-S2,0.2179,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Ireland,2021-S1,0.2069,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Ireland,2021-S2,0.2420,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Ireland,2022-S1,0.2693,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Ireland,2022-S2,0.3823,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Ireland,2023-S1,0.4514,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Ireland,2023-S2,0.4590,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Ireland,2024-S1,0.3856,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Iceland,2019-S2,0.1132,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Iceland,2020-S1,0.1061,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Iceland,2020-S2,0.0988,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Iceland,2021-S1,0.1070,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Iceland,2021-S2,0.1095,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Iceland,2022-S1,0.1205,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Iceland,2022-S2,0.1220,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Iceland,2023-S1,0.1208,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Iceland,2023-S2,0.1274,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Iceland,2024-S1,0.1345,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Italy,2019-S2,0.1427,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Italy,2020-S1,0.1382,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Italy,2020-S2,0.1331,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Italy,2021-S1,0.1432,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Italy,2021-S2,0.1760,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Italy,2022-S1,0.2671,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Italy,2022-S2,0.3192,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Italy,2023-S1,0.3230,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Italy,2023-S2,0.2565,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Italy,2024-S1,0.2451,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Liechtenstein,2019-S2,0.1765,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Liechtenstein,2020-S1,0.1823,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Liechtenstein,2020-S2,0.1791,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Liechtenstein,2021-S1,0.1786,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Liechtenstein,2021-S2,0.1829,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Liechtenstein,2022-S1,0.1898,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Liechtenstein,2022-S2,0.1999,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Liechtenstein,2023-S1,0.3888,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Liechtenstein,2023-S2,0.3174,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Liechtenstein,2024-S1,0.2811,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Lithuania,2019-S2,0.0947,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Lithuania,2020-S1,0.1111,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Lithuania,2020-S2,0.0972,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Lithuania,2021-S1,0.1003,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Lithuania,2021-S2,0.1122,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Lithuania,2022-S1,0.1205,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Lithuania,2022-S2,0.2007,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Lithuania,2023-S1,0.2407,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Lithuania,2023-S2,0.1919,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Lithuania,2024-S1,0.1914,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Luxembourg,2019-S2,0.1325,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Luxembourg,2020-S1,0.1465,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Luxembourg,2020-S2,0.1465,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Luxembourg,2021-S1,0.1467,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Luxembourg,2021-S2,0.1468,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Luxembourg,2022-S1,0.1673,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Luxembourg,2022-S2,0.1696,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Luxembourg,2023-S1,0.3012,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Luxembourg,2023-S2,0.2875,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Luxembourg,2024-S1,0.3024,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Latvia,2019-S2,0.1144,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Latvia,2020-S1,0.0996,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Latvia,2020-S2,0.1005,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Latvia,2021-S1,0.1024,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Latvia,2021-S2,0.1402,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Latvia,2022-S1,0.1779,
ESTAT:NRG_PC_204(1.0),27/10/24 23:00:00,"Half-yearly, semesterly",Electrical energy,Consumption from 2 500 kWh to 4 999 kWh - band DC,Kilowatt-hour,Excluding taxes and levies,Euro,Latvia,2022-S2,0.2448,
